Country Name,Year,Government Expenditure,US_dollars_at_current_prices_in_millions_Value,,
Malta,2011,RandD Economic affairs,4,,
Malta,2011,Economic affairs n.e.c.,0,,
Malta,2012,Total function,3988,,
Malta,2012,"Agriculture, forestry, fishing and hunting",57,,
Malta,2012,"Mining, manufacturing and construction",58,,
Malta,2012,Transport,169,,
Malta,2012,Communication,10,,
Malta,2012,Fuel and energy,34,,
Malta,2012,Environment protection,140,,
Malta,2012,Housing and community amenities,41,,
Malta,2012,Health,507,,
Malta,2012,Education,534,,
Malta,2012,Social protection,1291,,
Malta,2012,General public services,684,,
Malta,2012,Defence,65,,
Malta,2012,Public order and safety,131,,
Malta,2012,"Recreation, culture and religion",85,,
Malta,2012,"General economic, commercial and labour affairs",103,,
Malta,2012,Other industries,70,,
Malta,2012,RandD Economic affairs,9,,
Malta,2012,Economic affairs n.e.c.,0,,
Malta,2013,Total function,4306,,
Malta,2013,"Agriculture, forestry, fishing and hunting",58,,
Malta,2013,"Mining, manufacturing and construction",52,,
Malta,2013,Transport,124,,
Malta,2013,Communication,10,,
Malta,2013,Fuel and energy,44,,
Malta,2013,Environment protection,147,,
Malta,2013,Housing and community amenities,34,,
Malta,2013,Health,577,,
Malta,2013,Education,586,,
Malta,2013,Social protection,1400,,
Malta,2013,General public services,719,,
Malta,2013,Defence,65,,
Malta,2013,Public order and safety,142,,
Malta,2013,"Recreation, culture and religion",90,,
Malta,2013,"General economic, commercial and labour affairs",171,,
Malta,2013,Other industries,73,,
Malta,2013,RandD Economic affairs,13,,
Malta,2013,Economic affairs n.e.c.,0,,
Malta,2014,Total function,4681,,
Malta,2014,"Agriculture, forestry, fishing and hunting",55,,
Malta,2014,"Mining, manufacturing and construction",51,,
Malta,2014,Transport,193,,
Malta,2014,Communication,11,,
Malta,2014,Fuel and energy,62,,
Malta,2014,Environment protection,175,,
Malta,2014,Housing and community amenities,37,,
Malta,2014,Health,643,,
Malta,2014,Education,624,,
Malta,2014,Social protection,1475,,
Malta,2014,General public services,767,,
Malta,2014,Defence,84,,
Malta,2014,Public order and safety,148,,
Malta,2014,"Recreation, culture and religion",117,,
Malta,2014,"General economic, commercial and labour affairs",155,,
Malta,2014,Other industries,72,,
Malta,2014,RandD Economic affairs,14,,
Malta,2014,Economic affairs n.e.c.,0,,
Malta,2015,Total function,4272,,
Malta,2015,"Agriculture, forestry, fishing and hunting",57,,
Malta,2015,"Mining, manufacturing and construction",43,,
Malta,2015,Transport,199,,
Malta,2015,Communication,3,,
Malta,2015,Fuel and energy,62,,
Malta,2015,Environment protection,207,,
Malta,2015,Housing and community amenities,39,,
Malta,2015,Health,598,,
Malta,2015,Education,565,,
Malta,2015,Social protection,1279,,
Malta,2015,General public services,689,,
Malta,2015,Defence,86,,
Malta,2015,Public order and safety,125,,
Malta,2015,"Recreation, culture and religion",129,,
Malta,2015,"General economic, commercial and labour affairs",108,,
Malta,2015,Other industries,62,,
Malta,2015,RandD Economic affairs,21,,
Malta,2015,Economic affairs n.e.c.,0,,
Malta,2016,Total function,4244,,
Malta,2016,"Agriculture, forestry, fishing and hunting",53,,
Malta,2016,"Mining, manufacturing and construction",39,,
Malta,2016,Transport,168,,
Malta,2016,Communication,5,,
Malta,2016,Fuel and energy,60,,
Malta,2016,Environment protection,121,,
Malta,2016,Housing and community amenities,30,,
Malta,2016,Health,618,,
Malta,2016,Education,599,,
Malta,2016,Social protection,1329,,
Malta,2016,General public services,698,,
Malta,2016,Defence,67,,
Malta,2016,Public order and safety,130,,
Malta,2016,"Recreation, culture and religion",118,,
Malta,2016,"General economic, commercial and labour affairs",119,,
Malta,2016,Other industries,90,,
Malta,2016,RandD Economic affairs,1,,
Malta,2016,Economic affairs n.e.c.,0,,
Malta,2017,Total function,4646,,
Malta,2017,"Agriculture, forestry, fishing and hunting",50,,
Malta,2017,"Mining, manufacturing and construction",35,,
Malta,2017,Transport,171,,
Malta,2017,Communication,5,,
Malta,2017,Fuel and energy,70,,
Malta,2017,Environment protection,128,,
Malta,2017,Housing and community amenities,33,,
Malta,2017,Health,689,,
Malta,2017,Education,627,,
Malta,2017,Social protection,1445,,
Malta,2017,General public services,721,,
Malta,2017,Defence,80,,
Malta,2017,Public order and safety,143,,
Malta,2017,"Recreation, culture and religion",157,,
Malta,2017,"General economic, commercial and labour affairs",191,,
Malta,2017,Other industries,94,,
Malta,2017,RandD Economic affairs,3,,
Malta,2017,Economic affairs n.e.c.,1,,
Malta,2018,Total function,5479,,
Malta,2018,"Agriculture, forestry, fishing and hunting",72,,
Malta,2018,"Mining, manufacturing and construction",46,,
Malta,2018,Transport,329,,
Malta,2018,Communication,6,,
Malta,2018,Fuel and energy,86,,
Malta,2018,Environment protection,206,,
Malta,2018,Housing and community amenities,64,,
Malta,2018,Health,781,,
Malta,2018,Education,758,,
Malta,2018,Social protection,1596,,
Malta,2018,General public services,784,,
Malta,2018,Defence,76,,
Malta,2018,Public order and safety,175,,
Malta,2018,"Recreation, culture and religion",182,,
Malta,2018,"General economic, commercial and labour affairs",209,,
Malta,2018,Other industries,105,,
Malta,2018,RandD Economic affairs,4,,
Malta,2018,Economic affairs n.e.c.,0,,
Malta,2019,Total function,5671,,
Malta,2019,"Agriculture, forestry, fishing and hunting",58,,
Malta,2019,"Mining, manufacturing and construction",39,,
Malta,2019,Transport,306,,
Malta,2019,Communication,8,,
Malta,2019,Fuel and energy,74,,
Malta,2019,Environment protection,191,,
Malta,2019,Housing and community amenities,109,,
Malta,2019,Health,820,,
Malta,2019,Education,797,,
Malta,2019,Social protection,1626,,
Malta,2019,General public services,820,,
Malta,2019,Defence,104,,
Malta,2019,Public order and safety,191,,
Malta,2019,"Recreation, culture and religion",161,,
Malta,2019,"General economic, commercial and labour affairs",214,,
Malta,2019,Other industries,147,,
Malta,2019,RandD Economic affairs,1,,
Malta,2019,Economic affairs n.e.c.,5,,
Malta,2020,Total function,6871,,
Malta,2020,"Agriculture, forestry, fishing and hunting",64,,
Malta,2020,"Mining, manufacturing and construction",47,,
Malta,2020,Transport,418,,
Malta,2020,Communication,7,,
Malta,2020,Fuel and energy,117,,
Malta,2020,Environment protection,213,,
Malta,2020,Housing and community amenities,91,,
Malta,2020,Health,1076,,
Malta,2020,Education,861,,
Malta,2020,Social protection,1793,,
Malta,2020,General public services,825,,
Malta,2020,Defence,78,,
Malta,2020,Public order and safety,220,,
Malta,2020,"Recreation, culture and religion",185,,
Malta,2020,"General economic, commercial and labour affairs",717,,
Malta,2020,Other industries,153,,
Malta,2020,RandD Economic affairs,0,,
Malta,2020,Economic affairs n.e.c.,4,,
Malta,2021,Total function,7726,,
Malta,2021,"Agriculture, forestry, fishing and hunting",71,,
Malta,2021,"Mining, manufacturing and construction",33,,
Malta,2021,Transport,402,,
Malta,2021,Communication,4,,
Malta,2021,Fuel and energy,186,,
Malta,2021,Environment protection,230,,
Malta,2021,Housing and community amenities,92,,
Malta,2021,Health,1179,,
Malta,2021,Education,977,,
Malta,2021,Social protection,1948,,
Malta,2021,General public services,1109,,
Malta,2021,Defence,105,,
Malta,2021,Public order and safety,267,,
Malta,2021,"Recreation, culture and religion",227,,
Malta,2021,"General economic, commercial and labour affairs",691,,
Malta,2021,Other industries,203,,
Malta,2021,RandD Economic affairs,1,,
Malta,2021,Economic affairs n.e.c.,0,,
Marshall Islands,2010,Total function,84,,
Marshall Islands,2010,Environment protection,4,,
Marshall Islands,2010,Housing and community amenities,1,,
Marshall Islands,2010,Health,13,,
Marshall Islands,2010,Education,33,,
Marshall Islands,2010,Social protection,0,,
Marshall Islands,2010,General public services,18,,
Marshall Islands,2010,Public order and safety,5,,
Marshall Islands,2011,Total function,89,,
Marshall Islands,2011,Environment protection,4,,
Marshall Islands,2011,Housing and community amenities,2,,
Marshall Islands,2011,Health,12,,
Marshall Islands,2011,Education,34,,
Marshall Islands,2011,Social protection,0,,
Marshall Islands,2011,General public services,23,,
Marshall Islands,2011,Public order and safety,4,,
Marshall Islands,2012,Total function,94,,
Marshall Islands,2012,Environment protection,4,,
Marshall Islands,2012,Housing and community amenities,2,,
Marshall Islands,2012,Health,12,,
Marshall Islands,2012,Education,28,,
Marshall Islands,2012,Social protection,0,,
Marshall Islands,2012,General public services,33,,
Marshall Islands,2012,Public order and safety,5,,
Marshall Islands,2012,"Recreation, culture and religion",0,,
Marshall Islands,2013,Total function,99,,
Marshall Islands,2013,Environment protection,4,,
Marshall Islands,2013,Housing and community amenities,1,,
Marshall Islands,2013,Health,12,,
Marshall Islands,2013,Education,30,,
Marshall Islands,2013,Social protection,0,,
Marshall Islands,2013,General public services,35,,
Marshall Islands,2013,Public order and safety,6,,
Marshall Islands,2013,"Recreation, culture and religion",0,,
Marshall Islands,2014,Total function,91,,
Marshall Islands,2014,Environment protection,4,,
Marshall Islands,2014,Housing and community amenities,1,,
Marshall Islands,2014,Health,13,,
Marshall Islands,2014,Education,29,,
Marshall Islands,2014,Social protection,0,,
Marshall Islands,2014,General public services,24,,
Marshall Islands,2014,Public order and safety,6,,
Marshall Islands,2014,"Recreation, culture and religion",0,,
Marshall Islands,2015,Total function,98,,
Marshall Islands,2015,Environment protection,5,,
Marshall Islands,2015,Housing and community amenities,1,,
Marshall Islands,2015,Health,14,,
Marshall Islands,2015,Education,30,,
Marshall Islands,2015,Social protection,0,,
Marshall Islands,2015,General public services,27,,
Marshall Islands,2015,Public order and safety,6,,
Marshall Islands,2015,"Recreation, culture and religion",0,,
Marshall Islands,2016,Total function,113,,
Marshall Islands,2016,Environment protection,5,,
Marshall Islands,2016,Housing and community amenities,2,,
Marshall Islands,2016,Health,17,,
Marshall Islands,2016,Education,31,,
Marshall Islands,2016,Social protection,1,,
Marshall Islands,2016,General public services,31,,
Marshall Islands,2016,Public order and safety,6,,
Marshall Islands,2016,"Recreation, culture and religion",0,,
Marshall Islands,2017,Total function,129,,
Marshall Islands,2017,Environment protection,7,,
Marshall Islands,2017,Housing and community amenities,2,,
Marshall Islands,2017,Health,25,,
Marshall Islands,2017,Education,32,,
Marshall Islands,2017,Social protection,7,,
Marshall Islands,2017,General public services,26,,
Marshall Islands,2017,Public order and safety,6,,
Marshall Islands,2017,"Recreation, culture and religion",0,,
Marshall Islands,2018,Total function,123,,
Marshall Islands,2018,Environment protection,2,,
Marshall Islands,2018,Housing and community amenities,2,,
Marshall Islands,2018,Health,23,,
Marshall Islands,2018,Education,32,,
Marshall Islands,2018,Social protection,3,,
Marshall Islands,2018,General public services,34,,
Marshall Islands,2018,Public order and safety,6,,
Marshall Islands,2018,"Recreation, culture and religion",0,,
Marshall Islands,2019,Total function,144,,
Marshall Islands,2019,Environment protection,3,,
Marshall Islands,2019,Housing and community amenities,0,,
Marshall Islands,2019,Health,25,,
Marshall Islands,2019,Education,37,,
Marshall Islands,2019,Social protection,5,,
Marshall Islands,2019,General public services,37,,
Marshall Islands,2019,Public order and safety,7,,
Marshall Islands,2019,"Recreation, culture and religion",1,,
Marshall Islands,2020,Total function,135,,
Marshall Islands,2020,Environment protection,0,,
Marshall Islands,2020,Housing and community amenities,2,,
Marshall Islands,2020,Health,22,,
Marshall Islands,2020,Education,31,,
Marshall Islands,2020,Social protection,6,,
Marshall Islands,2020,General public services,43,,
Marshall Islands,2020,Public order and safety,5,,
Marshall Islands,2020,"Recreation, culture and religion",1,,
Mauritius,2002,Total function,1133,,
Mauritius,2002,"Agriculture, forestry, fishing and hunting",44,,
Mauritius,2002,"Mining, manufacturing and construction",13,,
Mauritius,2002,Transport,34,,
Mauritius,2002,Communication,6,,
Mauritius,2002,Fuel and energy,1,,
Mauritius,2002,Environment protection,49,,
Mauritius,2002,Housing and community amenities,77,,
Mauritius,2002,Health,97,,
Mauritius,2002,Education,171,,
Mauritius,2002,Social protection,243,,
Mauritius,2002,General public services,227,,
Mauritius,2002,Defence,9,,
Mauritius,2002,Public order and safety,84,,
Mauritius,2002,"Recreation, culture and religion",22,,
Mauritius,2003,Total function,1386,,
Mauritius,2003,"Agriculture, forestry, fishing and hunting",50,,
Mauritius,2003,"Mining, manufacturing and construction",15,,
Mauritius,2003,Transport,48,,
Mauritius,2003,Communication,6,,
Mauritius,2003,Fuel and energy,1,,
Mauritius,2003,Environment protection,66,,
Mauritius,2003,Housing and community amenities,77,,
Mauritius,2003,Health,117,,
Mauritius,2003,Education,220,,
Mauritius,2003,Social protection,279,,
Mauritius,2003,General public services,288,,
Mauritius,2003,Defence,11,,
Mauritius,2003,Public order and safety,104,,
Mauritius,2003,"Recreation, culture and religion",36,,
Mauritius,2004,Total function,1563,,
Mauritius,2004,"Agriculture, forestry, fishing and hunting",65,,
Mauritius,2004,Transport,46,,
Mauritius,2004,Environment protection,69,,
Mauritius,2004,Housing and community amenities,75,,
Mauritius,2004,Health,142,,
Mauritius,2004,Education,247,,
Mauritius,2004,Social protection,339,,
Mauritius,2004,General public services,326,,
Mauritius,2004,Defence,11,,
Mauritius,2004,Public order and safety,130,,
Mauritius,2004,"Recreation, culture and religion",37,,
Mauritius,2005,Total function,1490,,
Mauritius,2005,Transport,27,,
Mauritius,2005,Communication,3,,
Mauritius,2005,Environment protection,75,,
Mauritius,2005,Housing and community amenities,66,,
Mauritius,2005,Health,139,,
Mauritius,2005,Education,243,,
Mauritius,2005,Social protection,346,,
Mauritius,2005,General public services,299,,
Mauritius,2005,Defence,10,,
Mauritius,2005,Public order and safety,123,,
Mauritius,2005,"Recreation, culture and religion",28,,
Mauritius,2006,Total function,1552,,
Mauritius,2006,"Agriculture, forestry, fishing and hunting",0,,
Mauritius,2006,"Mining, manufacturing and construction",0,,
Mauritius,2006,Transport,53,,
Mauritius,2006,Fuel and energy,0,,
Mauritius,2006,Environment protection,81,,
Mauritius,2006,Housing and community amenities,55,,
Mauritius,2006,Health,138,,
Mauritius,2006,Education,240,,
Mauritius,2006,Social protection,377,,
Mauritius,2006,General public services,306,,
Mauritius,2006,Defence,11,,
Mauritius,2006,Public order and safety,126,,
Mauritius,2006,"Recreation, culture and religion",26,,
Mauritius,2007,Total function,1650,,
