Country Name,Year,Government Expenditure,US_dollars_at_current_prices_in_millions_Value,Unnamed: 4,Unnamed: 5,Country Code
Japan,2015,Fuel and energy,16160.0,,,JPN
Japan,2015,Environment protection,50519.0,,,JPN
Japan,2015,Housing and community amenities,29509.0,,,JPN
Japan,2015,Health,337987.0,,,JPN
Japan,2015,Education,152891.0,,,JPN
Japan,2015,Social protection,707151.0,,,JPN
Japan,2015,General public services,181830.0,,,JPN
Japan,2015,Defence,39923.0,,,JPN
Japan,2015,Public order and safety,55600.0,,,JPN
Japan,2015,"Recreation, culture and religion",16378.0,,,JPN
Japan,2015,"General economic, commercial and labour affairs",6071.0,,,JPN
Japan,2015,Other industries,20384.0,,,JPN
Japan,2015,RandD Economic affairs,9678.0,,,JPN
Japan,2015,Economic affairs n.e.c.,834.0,,,JPN
Japan,2016,Total function,1933846.0,,,JPN
Japan,2016,"Agriculture, forestry, fishing and hunting",41206.0,,,JPN
Japan,2016,"Mining, manufacturing and construction",11395.0,,,JPN
Japan,2016,Transport,68582.0,,,JPN
Japan,2016,Communication,1962.0,,,JPN
Japan,2016,Fuel and energy,16609.0,,,JPN
Japan,2016,Environment protection,58001.0,,,JPN
Japan,2016,Housing and community amenities,33519.0,,,JPN
Japan,2016,Health,375127.0,,,JPN
Japan,2016,Education,166898.0,,,JPN
Japan,2016,Social protection,801094.0,,,JPN
Japan,2016,General public services,197576.0,,,JPN
Japan,2016,Defence,41568.0,,,JPN
Japan,2016,Public order and safety,61410.0,,,JPN
Japan,2016,"Recreation, culture and religion",18687.0,,,JPN
Japan,2016,"General economic, commercial and labour affairs",5863.0,,,JPN
Japan,2016,Other industries,23132.0,,,JPN
Japan,2016,RandD Economic affairs,10242.0,,,JPN
Japan,2016,Economic affairs n.e.c.,980.0,,,JPN
Japan,2017,Total function,1890688.0,,,JPN
Japan,2017,"Agriculture, forestry, fishing and hunting",42067.0,,,JPN
Japan,2017,"Mining, manufacturing and construction",11010.0,,,JPN
Japan,2017,Transport,68819.0,,,JPN
Japan,2017,Communication,2236.0,,,JPN
Japan,2017,Fuel and energy,13605.0,,,JPN
Japan,2017,Environment protection,56098.0,,,JPN
Japan,2017,Housing and community amenities,31400.0,,,JPN
Japan,2017,Health,371361.0,,,JPN
Japan,2017,Education,162077.0,,,JPN
Japan,2017,Social protection,786185.0,,,JPN
Japan,2017,General public services,185748.0,,,JPN
Japan,2017,Defence,44769.0,,,JPN
Japan,2017,Public order and safety,58960.0,,,JPN
Japan,2017,"Recreation, culture and religion",18474.0,,,JPN
Japan,2017,"General economic, commercial and labour affairs",5582.0,,,JPN
Japan,2017,Other industries,21807.0,,,JPN
Japan,2017,RandD Economic affairs,9756.0,,,JPN
Japan,2017,Economic affairs n.e.c.,740.0,,,JPN
Japan,2018,Total function,1930416.0,,,JPN
Japan,2018,"Agriculture, forestry, fishing and hunting",42504.0,,,JPN
Japan,2018,"Mining, manufacturing and construction",11216.0,,,JPN
Japan,2018,Transport,71129.0,,,JPN
Japan,2018,Communication,2351.0,,,JPN
Japan,2018,Fuel and energy,12364.0,,,JPN
Japan,2018,Environment protection,56152.0,,,JPN
Japan,2018,Housing and community amenities,31966.0,,,JPN
Japan,2018,Health,380618.0,,,JPN
Japan,2018,Education,165149.0,,,JPN
Japan,2018,Social protection,799503.0,,,JPN
Japan,2018,General public services,188805.0,,,JPN
Japan,2018,Defence,45793.0,,,JPN
Japan,2018,Public order and safety,61374.0,,,JPN
Japan,2018,"Recreation, culture and religion",19355.0,,,JPN
Japan,2018,"General economic, commercial and labour affairs",7045.0,,,JPN
Japan,2018,Other industries,23477.0,,,JPN
Japan,2018,RandD Economic affairs,10900.0,,,JPN
Japan,2018,Economic affairs n.e.c.,721.0,,,JPN
Japan,2019,Total function,1992999.0,,,JPN
Japan,2019,"Agriculture, forestry, fishing and hunting",44228.0,,,JPN
Japan,2019,"Mining, manufacturing and construction",12566.0,,,JPN
Japan,2019,Transport,72029.0,,,JPN
Japan,2019,Communication,2820.0,,,JPN
Japan,2019,Fuel and energy,11156.0,,,JPN
Japan,2019,Environment protection,57486.0,,,JPN
Japan,2019,Housing and community amenities,32081.0,,,JPN
Japan,2019,Health,394922.0,,,JPN
Japan,2019,Education,170936.0,,,JPN
Japan,2019,Social protection,823586.0,,,JPN
Japan,2019,General public services,191201.0,,,JPN
Japan,2019,Defence,47160.0,,,JPN
Japan,2019,Public order and safety,63846.0,,,JPN
Japan,2019,"Recreation, culture and religion",21593.0,,,JPN
Japan,2019,"General economic, commercial and labour affairs",8204.0,,,JPN
Japan,2019,Other industries,27476.0,,,JPN
Japan,2019,RandD Economic affairs,10843.0,,,JPN
Japan,2019,Economic affairs n.e.c.,871.0,,,JPN
Japan,2020,Total function,2380620.0,,,JPN
Japan,2020,"Agriculture, forestry, fishing and hunting",48987.0,,,JPN
Japan,2020,"Mining, manufacturing and construction",11359.0,,,JPN
Japan,2020,Transport,81848.0,,,JPN
Japan,2020,Communication,3617.0,,,JPN
Japan,2020,Fuel and energy,11745.0,,,JPN
Japan,2020,Environment protection,63854.0,,,JPN
Japan,2020,Housing and community amenities,34906.0,,,JPN
Japan,2020,Health,432408.0,,,JPN
Japan,2020,Education,181698.0,,,JPN
Japan,2020,Social protection,898263.0,,,JPN
Japan,2020,General public services,194040.0,,,JPN
Japan,2020,Defence,46283.0,,,JPN
Japan,2020,Public order and safety,65225.0,,,JPN
Japan,2020,"Recreation, culture and religion",20758.0,,,JPN
Japan,2020,"General economic, commercial and labour affairs",216056.0,,,JPN
Japan,2020,Other industries,56690.0,,,JPN
Japan,2020,RandD Economic affairs,11063.0,,,JPN
Japan,2020,Economic affairs n.e.c.,1827.0,,,JPN
Japan,2021,Total function,2225634.0,,,JPN
Japan,2021,"Agriculture, forestry, fishing and hunting",45979.0,,,JPN
Japan,2021,"Mining, manufacturing and construction",11610.0,,,JPN
Japan,2021,Transport,77510.0,,,JPN
Japan,2021,Communication,4773.0,,,JPN
Japan,2021,Fuel and energy,12723.0,,,JPN
Japan,2021,Environment protection,57769.0,,,JPN
Japan,2021,Housing and community amenities,31721.0,,,JPN
Japan,2021,Health,460314.0,,,JPN
Japan,2021,Education,173147.0,,,JPN
Japan,2021,Social protection,897587.0,,,JPN
Japan,2021,General public services,188491.0,,,JPN
Japan,2021,Defence,50475.0,,,JPN
Japan,2021,Public order and safety,61752.0,,,JPN
Japan,2021,"Recreation, culture and religion",22526.0,,,JPN
Japan,2021,"General economic, commercial and labour affairs",27436.0,,,JPN
Japan,2021,Other industries,89533.0,,,JPN
Japan,2021,RandD Economic affairs,11171.0,,,JPN
Japan,2021,Economic affairs n.e.c.,1118.0,,,JPN
Kazakhstan,2000,Total function,4054.0,,,
Kazakhstan,2000,Environment protection,18.0,,,
Kazakhstan,2000,Housing and community amenities,156.0,,,
Kazakhstan,2000,Health,382.0,,,
Kazakhstan,2000,Education,596.0,,,
Kazakhstan,2000,Social protection,1204.0,,,
Kazakhstan,2000,General public services,497.0,,,
Kazakhstan,2000,Defence,143.0,,,
Kazakhstan,2000,Public order and safety,336.0,,,
Kazakhstan,2000,"Recreation, culture and religion",123.0,,,
Kazakhstan,2001,Total function,4949.0,,,
Kazakhstan,2001,Environment protection,22.0,,,
Kazakhstan,2001,Housing and community amenities,208.0,,,
Kazakhstan,2001,Health,425.0,,,
Kazakhstan,2001,Education,726.0,,,
Kazakhstan,2001,Social protection,1272.0,,,
Kazakhstan,2001,General public services,603.0,,,
Kazakhstan,2001,Defence,221.0,,,
Kazakhstan,2001,Public order and safety,438.0,,,
Kazakhstan,2001,"Recreation, culture and religion",123.0,,,
Kazakhstan,2002,Total function,5226.0,,,
Kazakhstan,2002,Environment protection,21.0,,,
Kazakhstan,2002,Housing and community amenities,161.0,,,
Kazakhstan,2002,Health,464.0,,,
Kazakhstan,2002,Education,790.0,,,
Kazakhstan,2002,Social protection,1314.0,,,
Kazakhstan,2002,General public services,634.0,,,
Kazakhstan,2002,Defence,246.0,,,
Kazakhstan,2002,Public order and safety,507.0,,,
Kazakhstan,2002,"Recreation, culture and religion",149.0,,,
Kazakhstan,2003,Total function,6866.0,,,
Kazakhstan,2003,Environment protection,30.0,,,
Kazakhstan,2003,Housing and community amenities,231.0,,,
Kazakhstan,2003,Health,600.0,,,
Kazakhstan,2003,Education,996.0,,,
Kazakhstan,2003,Social protection,1599.0,,,
Kazakhstan,2003,General public services,1335.0,,,
Kazakhstan,2003,Defence,317.0,,,
Kazakhstan,2003,Public order and safety,612.0,,,
Kazakhstan,2003,"Recreation, culture and religion",226.0,,,
Kazakhstan,2004,Total function,9468.0,,,
Kazakhstan,2004,Environment protection,60.0,,,
Kazakhstan,2004,Housing and community amenities,508.0,,,
Kazakhstan,2004,Health,964.0,,,
Kazakhstan,2004,Education,1402.0,,,
Kazakhstan,2004,Social protection,2002.0,,,
Kazakhstan,2004,General public services,1469.0,,,
Kazakhstan,2004,Defence,426.0,,,
Kazakhstan,2004,Public order and safety,872.0,,,
Kazakhstan,2004,"Recreation, culture and religion",323.0,,,
Kazakhstan,2005,Total function,17441.0,,,
Kazakhstan,2005,Environment protection,78.0,,,
Kazakhstan,2005,Housing and community amenities,1052.0,,,
Kazakhstan,2005,Health,1555.0,,,
Kazakhstan,2005,Education,2105.0,,,
Kazakhstan,2005,Social protection,2625.0,,,
Kazakhstan,2005,General public services,6059.0,,,
Kazakhstan,2005,Defence,596.0,,,
Kazakhstan,2005,Public order and safety,1151.0,,,
Kazakhstan,2005,"Recreation, culture and religion",450.0,,,
Kazakhstan,2006,Total function,21277.0,,,
Kazakhstan,2006,Environment protection,83.0,,,
Kazakhstan,2006,Housing and community amenities,1490.0,,,
Kazakhstan,2006,Health,2108.0,,,
Kazakhstan,2006,Education,2864.0,,,
Kazakhstan,2006,Social protection,3395.0,,,
Kazakhstan,2006,General public services,5664.0,,,
Kazakhstan,2006,Defence,795.0,,,
Kazakhstan,2006,Public order and safety,1428.0,,,
Kazakhstan,2006,"Recreation, culture and religion",671.0,,,
Kazakhstan,2007,Total function,28880.0,,,
Kazakhstan,2007,Environment protection,124.0,,,
Kazakhstan,2007,Housing and community amenities,2222.0,,,
Kazakhstan,2007,Health,2968.0,,,
Kazakhstan,2007,Education,4243.0,,,
Kazakhstan,2007,Social protection,4141.0,,,
Kazakhstan,2007,General public services,5892.0,,,
Kazakhstan,2007,Defence,1371.0,,,
Kazakhstan,2007,Public order and safety,1971.0,,,
Kazakhstan,2007,"Recreation, culture and religion",1116.0,,,
Kazakhstan,2008,Total function,36379.0,,,
Kazakhstan,2008,Environment protection,207.0,,,
Kazakhstan,2008,Housing and community amenities,2630.0,,,
Kazakhstan,2008,Health,3627.0,,,
Kazakhstan,2008,Education,5549.0,,,
Kazakhstan,2008,Social protection,5221.0,,,
Kazakhstan,2008,General public services,7258.0,,,
Kazakhstan,2008,Defence,1563.0,,,
Kazakhstan,2008,Public order and safety,2257.0,,,
Kazakhstan,2008,"Recreation, culture and religion",1629.0,,,
Kazakhstan,2009,Total function,34756.0,,,
Kazakhstan,2009,Environment protection,126.0,,,
Kazakhstan,2009,Housing and community amenities,3191.0,,,
Kazakhstan,2009,Health,3819.0,,,
Kazakhstan,2009,Education,5320.0,,,
Kazakhstan,2009,Social protection,5302.0,,,
Kazakhstan,2009,General public services,6447.0,,,
Kazakhstan,2009,Defence,1283.0,,,
Kazakhstan,2009,Public order and safety,2144.0,,,
Kazakhstan,2009,"Recreation, culture and religion",1441.0,,,
Kazakhstan,2010,Total function,30274.0,,,
Kazakhstan,2010,Environment protection,143.0,,,
Kazakhstan,2010,Housing and community amenities,2268.0,,,
Kazakhstan,2010,Health,3741.0,,,
Kazakhstan,2010,Education,5126.0,,,
Kazakhstan,2010,Social protection,6609.0,,,
Kazakhstan,2010,General public services,2215.0,,,
Kazakhstan,2010,Defence,1502.0,,,
Kazakhstan,2010,Public order and safety,2503.0,,,
Kazakhstan,2010,"Recreation, culture and religion",1544.0,,,
Kazakhstan,2011,Total function,37170.0,,,
Kazakhstan,2011,Environment protection,227.0,,,
Kazakhstan,2011,Housing and community amenities,2649.0,,,
Kazakhstan,2011,Health,4272.0,,,
Kazakhstan,2011,Education,6729.0,,,
Kazakhstan,2011,Social protection,8321.0,,,
Kazakhstan,2011,General public services,3115.0,,,
Kazakhstan,2011,Defence,1803.0,,,
Kazakhstan,2011,Public order and safety,3059.0,,,
Kazakhstan,2011,"Recreation, culture and religion",1375.0,,,
Kazakhstan,2012,Total function,42152.0,,,
Kazakhstan,2012,Environment protection,199.0,,,
Kazakhstan,2012,Housing and community amenities,2943.0,,,
Kazakhstan,2012,Health,4901.0,,,
Kazakhstan,2012,Education,8115.0,,,
Kazakhstan,2012,Social protection,8901.0,,,
Kazakhstan,2012,General public services,3412.0,,,
Kazakhstan,2012,Defence,2288.0,,,
Kazakhstan,2012,Public order and safety,3744.0,,,
Kazakhstan,2012,"Recreation, culture and religion",1496.0,,,
Kazakhstan,2013,Total function,45170.0,,,
Kazakhstan,2013,Environment protection,151.0,,,
Kazakhstan,2013,Housing and community amenities,3105.0,,,
Kazakhstan,2013,Health,5226.0,,,
Kazakhstan,2013,Education,8134.0,,,
Kazakhstan,2013,Social protection,9368.0,,,
Kazakhstan,2013,General public services,4973.0,,,
Kazakhstan,2013,Defence,2606.0,,,
Kazakhstan,2013,Public order and safety,3999.0,,,
Kazakhstan,2013,"Recreation, culture and religion",1699.0,,,
Kazakhstan,2014,Total function,43730.0,,,
Kazakhstan,2014,Environment protection,113.0,,,
Kazakhstan,2014,Housing and community amenities,3096.0,,,
Kazakhstan,2014,Health,4778.0,,,
Kazakhstan,2014,Education,7576.0,,,
Kazakhstan,2014,Social protection,9451.0,,,
Kazakhstan,2014,General public services,5073.0,,,
Kazakhstan,2014,Defence,2409.0,,,
Kazakhstan,2014,Public order and safety,3354.0,,,
Kazakhstan,2014,"Recreation, culture and religion",1662.0,,,
Kazakhstan,2015,Total function,36594.0,,,
Kazakhstan,2015,Environment protection,81.0,,,
Kazakhstan,2015,Housing and community amenities,1998.0,,,
Kazakhstan,2015,Health,3896.0,,,
Kazakhstan,2015,Education,6155.0,,,
Kazakhstan,2015,Social protection,8304.0,,,
Kazakhstan,2015,General public services,4890.0,,,
Kazakhstan,2015,Defence,2046.0,,,
Kazakhstan,2015,Public order and safety,2514.0,,,
Kazakhstan,2015,"Recreation, culture and religion",1325.0,,,
Kazakhstan,2016,Total function,28080.0,,,
Kazakhstan,2016,Environment protection,237.0,,,
Kazakhstan,2016,Housing and community amenities,1975.0,,,
Kazakhstan,2016,Health,5183.0,,,
Kazakhstan,2016,Education,5504.0,,,
Kazakhstan,2016,Social protection,6290.0,,,
Kazakhstan,2016,General public services,2303.0,,,
Kazakhstan,2016,Defence,1884.0,,,
Kazakhstan,2016,Public order and safety,1344.0,,,
Kazakhstan,2016,"Recreation, culture and religion",1061.0,,,
Kazakhstan,2017,Total function,38161.0,,,
Kazakhstan,2017,Environment protection,400.0,,,
Kazakhstan,2017,Housing and community amenities,1720.0,,,
Kazakhstan,2017,Health,4256.0,,,
Kazakhstan,2017,Education,5473.0,,,
Kazakhstan,2017,Social protection,7650.0,,,
Kazakhstan,2017,General public services,2040.0,,,
Kazakhstan,2017,Defence,2187.0,,,
Kazakhstan,2017,Public order and safety,1645.0,,,
Kazakhstan,2017,"Recreation, culture and religion",1279.0,,,
Kazakhstan,2018,Total function,32598.0,,,
Kazakhstan,2018,Environment protection,514.0,,,
Kazakhstan,2018,Housing and community amenities,2315.0,,,
Kazakhstan,2018,Health,3511.0,,,
Kazakhstan,2018,Education,5837.0,,,
Kazakhstan,2018,Social protection,8715.0,,,
Kazakhstan,2018,General public services,2460.0,,,
Kazakhstan,2018,Defence,2551.0,,,
Kazakhstan,2018,Public order and safety,1637.0,,,
Kazakhstan,2018,"Recreation, culture and religion",1260.0,,,
Kazakhstan,2019,Total function,35499.0,,,
Kazakhstan,2019,Environment protection,577.0,,,
Kazakhstan,2019,Housing and community amenities,2620.0,,,
Kazakhstan,2019,Health,3544.0,,,
Kazakhstan,2019,Education,6731.0,,,
Kazakhstan,2019,Social protection,10734.0,,,
Kazakhstan,2019,General public services,3405.0,,,
Kazakhstan,2019,Defence,2788.0,,,
Kazakhstan,2019,Public order and safety,1586.0,,,
Kazakhstan,2019,"Recreation, culture and religion",1155.0,,,
Kazakhstan,2020,Total function,41571.0,,,
Kazakhstan,2020,Environment protection,831.0,,,
Kazakhstan,2020,Housing and community amenities,4131.0,,,
Kazakhstan,2020,Health,4863.0,,,
Kazakhstan,2020,Education,8236.0,,,
Kazakhstan,2020,Social protection,11069.0,,,
Kazakhstan,2020,General public services,3590.0,,,
Kazakhstan,2020,Defence,2782.0,,,
Kazakhstan,2020,Public order and safety,1599.0,,,
Kazakhstan,2020,"Recreation, culture and religion",1213.0,,,
Kenya,2014,Total function,16456.0,,,
Kenya,2015,Total function,19782.0,,,
Kenya,2020,Total function,25997.0,,,
Kenya,2020,"Agriculture, forestry, fishing and hunting",700.0,,,
Kenya,2020,"Mining, manufacturing and construction",10.0,,,
Kenya,2020,Transport,3434.0,,,
Kenya,2020,Communication,223.0,,,
Kenya,2020,Fuel and energy,498.0,,,
Kenya,2020,Environment protection,218.0,,,
Kenya,2020,Housing and community amenities,1183.0,,,
Kenya,2020,Health,1971.0,,,
Kenya,2020,Education,4659.0,,,
Kenya,2020,Social protection,1420.0,,,
Kenya,2020,General public services,8073.0,,,
Kenya,2020,Defence,1297.0,,,
Kenya,2020,Public order and safety,1623.0,,,
Kenya,2020,"Recreation, culture and religion",209.0,,,
Kenya,2020,"General economic, commercial and labour affairs",399.0,,,
Kenya,2020,Other industries,68.0,,,
Kenya,2020,RandD Economic affairs,0.0,,,
Kenya,2020,Economic affairs n.e.c.,13.0,,,
Kiribati,2011,Total function,129.0,,,
Kiribati,2011,Environment protection,3.0,,,
Kiribati,2011,Housing and community amenities,0.0,,,
Kiribati,2011,Health,17.0,,,
Kiribati,2011,Education,24.0,,,
Kiribati,2011,Social protection,0.0,,,
Kiribati,2011,General public services,44.0,,,
Kiribati,2011,Defence,0.0,,,
Kiribati,2011,Public order and safety,10.0,,,
Kiribati,2011,"Recreation, culture and religion",0.0,,,
Kiribati,2012,Total function,142.0,,,
Kiribati,2012,Environment protection,3.0,,,
Kiribati,2012,Housing and community amenities,0.0,,,
Kiribati,2012,Health,17.0,,,
Kiribati,2012,Education,25.0,,,
Kiribati,2012,Social protection,0.0,,,
Kiribati,2012,General public services,53.0,,,
Kiribati,2012,Defence,0.0,,,
Kiribati,2012,Public order and safety,9.0,,,
Kiribati,2012,"Recreation, culture and religion",0.0,,,
Kiribati,2013,Total function,133.0,,,
Kiribati,2013,Environment protection,3.0,,,
Kiribati,2013,Housing and community amenities,0.0,,,
Kiribati,2013,Health,17.0,,,
Kiribati,2013,Education,22.0,,,
Kiribati,2013,Social protection,0.0,,,
Kiribati,2013,General public services,47.0,,,
Kiribati,2013,Defence,0.0,,,
Kiribati,2013,Public order and safety,10.0,,,
Kiribati,2013,"Recreation, culture and religion",0.0,,,
Kiribati,2014,Total function,121.0,,,
Kiribati,2014,Environment protection,3.0,,,
Kiribati,2014,Housing and community amenities,0.0,,,
Kiribati,2014,Health,18.0,,,
Kiribati,2014,Education,20.0,,,
Kiribati,2014,Social protection,2.0,,,
Kiribati,2014,General public services,30.0,,,
Kiribati,2014,Defence,0.0,,,
Kiribati,2014,Public order and safety,24.0,,,
Kiribati,2014,"Recreation, culture and religion",0.0,,,
Kiribati,2015,Total function,123.0,,,
Kiribati,2015,Environment protection,3.0,,,
Kiribati,2015,Housing and community amenities,0.0,,,
Kiribati,2015,Health,17.0,,,
Kiribati,2015,Education,17.0,,,
Kiribati,2015,Social protection,2.0,,,
Kiribati,2015,General public services,41.0,,,
Kiribati,2015,Defence,0.0,,,
Kiribati,2015,Public order and safety,8.0,,,
Kiribati,2015,"Recreation, culture and religion",0.0,,,
Kiribati,2016,Total function,140.0,,,
Kiribati,2016,Environment protection,3.0,,,
Kiribati,2016,Housing and community amenities,0.0,,,
Kiribati,2016,Health,20.0,,,
Kiribati,2016,Education,18.0,,,
Kiribati,2016,Social protection,2.0,,,
Kiribati,2016,General public services,46.0,,,
Kiribati,2016,Defence,0.0,,,
Kiribati,2016,Public order and safety,8.0,,,
Kiribati,2016,"Recreation, culture and religion",0.0,,,
Kiribati,2017,Total function,162.0,,,
Kiribati,2017,Environment protection,3.0,,,
Kiribati,2017,Housing and community amenities,0.0,,,
Kiribati,2017,Health,21.0,,,
Kiribati,2017,Education,20.0,,,
